case_ts_number,requested_date,machine_salesmodel,machine_hours,part_number,part_description,complaint,description,complaint_local_language,test_performed,test_performed_local_language,site_conditions,correction,correction_local_language,cause,cause_local_language,additional_machine_attachments,state,causing_part_name,function_group,defect_code_id,defect_code_description,defect_code_definition,application_short_description,fault_codes
TS3251767,2023-03-01T06:48:07Z,L90H,6522,22341622,EINSPRITZVENTIL,"sporadic error message of the fuel system and engine power reduction.
",P228F00 Fuel Pressure Regulator Exceeded Learning Limits - Too High - No Sub Type Information,"sporadische Fehlermeldung der Kraftstoffanlage und eintretender Motorleistungsreduzierung.
","Error message P016F00 active
After measuring the return quantity of the injectors (target 95ml/min - actual 475ml/min) it was found that the injectors are faulty.
Read out the error memory.
Checked the return quantity of the injectors.
In addition, all high-pressure pumps checked.
","Fehlermmeldung P016F00 aktiv
Nach Messung der Rücklaufmenge der Einspritzventile (Soll 95ml/min - Ist 475ml/min) wurde festgestellt, dass die Einspritzventile fehlerhaft sind.
Den Fehlerspeicher ausgelesen.
Die Rücklaufmenge der Einspritzventile geprüft.
Zusätzlich alle Hochdruckpumpen kontrolliert.
",null,"Injectors removed and renewed.
The seat sleeves, adapters and gaskets renewed.
Completes the machine and clears the error memory.
Test run - O.K
A service regeneration performed.
","Einspritzventile ausgebaut und erneuert.
Die Sitzhülsen, Adapter und Dichtungen erneuert.
Die Maschine komplettiert und den Fehlerspeicher gelöscht.
Probelauf - O.K
Eine Service Regeneration durchgeführt.
","Injectors removed and renewed.
The seat sleeves, adapters and gaskets renewed.
Completes the machine and clears the error memory.
Test run - O.K
A service regeneration performed.
","Einspritzventile ausgebaut und erneuert.
Die Sitzhülsen, Adapter und Dichtungen erneuert.
Die Maschine komplettiert und den Fehlerspeicher gelöscht.
Probelauf - O.K
Eine Service Regeneration durchgeführt.
","Bucket
TASAA0317",Dealer Action Required,VOE22341622,237 Injector; delivery pipe,89c0080687ee4110eb664116cebb3516,FG2: Contamination / Blocked / Clogged,Fuel; Oil; Water; plungers; Filters; etc.,Recycling - General waste and scrap handling,"[""P228F00""]"
TS3251767,2023-03-01T06:48:07Z,L90H,6522,22341622,EINSPRITZVENTIL,"sporadic error message of the fuel system and engine power reduction.
",P016F00 Closed Loop Fuel Pressure Control At Limit - Pressure Too Low - No Sub Type Information,"sporadische Fehlermeldung der Kraftstoffanlage und eintretender Motorleistungsreduzierung.
","Error message P016F00 active
After measuring the return quantity of the injectors (target 95ml/min - actual 475ml/min) it was found that the injectors are faulty.
Read out the error memory.
Checked the return quantity of the injectors.
In addition, all high-pressure pumps checked.
","Fehlermmeldung P016F00 aktiv
Nach Messung der Rücklaufmenge der Einspritzventile (Soll 95ml/min - Ist 475ml/min) wurde festgestellt, dass die Einspritzventile fehlerhaft sind.
Den Fehlerspeicher ausgelesen.
Die Rücklaufmenge der Einspritzventile geprüft.
Zusätzlich alle Hochdruckpumpen kontrolliert.
",null,"Injectors removed and renewed.
The seat sleeves, adapters and gaskets renewed.
Completes the machine and clears the error memory.
Test run - O.K
A service regeneration performed.
","Einspritzventile ausgebaut und erneuert.
Die Sitzhülsen, Adapter und Dichtungen erneuert.
Die Maschine komplettiert und den Fehlerspeicher gelöscht.
Probelauf - O.K
Eine Service Regeneration durchgeführt.
","Injectors removed and renewed.
The seat sleeves, adapters and gaskets renewed.
Completes the machine and clears the error memory.
Test run - O.K
A service regeneration performed.
","Einspritzventile ausgebaut und erneuert.
Die Sitzhülsen, Adapter und Dichtungen erneuert.
Die Maschine komplettiert und den Fehlerspeicher gelöscht.
Probelauf - O.K
Eine Service Regeneration durchgeführt.
","Bucket
TASAA0317",Dealer Action Required,VOE22341622,237 Injector; delivery pipe,89c0080687ee4110eb664116cebb3516,FG2: Contamination / Blocked / Clogged,Fuel; Oil; Water; plungers; Filters; etc.,Recycling - General waste and scrap handling,"[""P016F00""]"
TS3226475,2022-11-24T09:20:32Z,L70H,4045,9023693750,TURBOCHARGER,Frequent regenerations request. Error code P04009C is active.,"P04009C Exhaust Gas Recirculation """"A"""" Flow - Low/Insufficient Flow",null,"We checked the EGR differential pressure sensor and cleaned the venturi. We noticed that the soot in the EGR venturi was sticky and drenched with oil. EGR differential pressure was only 9 kPa and full stall. We removed the EGR cooler and noticed that the Turbo charger was leaking oil to the intercooler. 
We replaced the turbo charger who probably caused the clogging of the EGR cooler.
Turbo charger has been replaced before at 12-12-2019 at 2045 running hours.",null,null,Thank you for the information.Replace the turbo charger p/n VOE9023693750.,null,EGR cooler clogged due internal leakage in the reman turbo charger.,null,null,Closed,VOE9023693750,255 Turbo charger,c16292d587ea4d10018d63573cbb3521,FG2: Internal Leakage,Internal leakage / transfers - Engine with associated parts and components.,Grading,"[""P04009C""]"
TS3064419,2019-11-01T13:26:59Z,L120H,5860,17474563,null,"Operator called that U008088  is generated know and then.
Soon other codes appeared and the engine derates.",U114600 Lost Communication With ECM on Engine Subnet - No Sub Type Information,null,"We disconnected the adblue tank unit and the codes disappeared and known from experience we know the adblue tank unit is defect. We removed the extra counterweight and to get access to the adblue tank.
We replaced the adblue tank unit and that solved the problem.
",null,null,null,null,Adblue tank unit contact failure.,null,null,Initiated,VOE17474563,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only","Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""U114600""]"
TS3064419,2019-11-01T13:26:59Z,L120H,5860,17474563,null,"Operator called that U008088  is generated know and then.
Soon other codes appeared and the engine derates.",U008088 Vehicle Communication Engine Subnet - Bus off,null,"We disconnected the adblue tank unit and the codes disappeared and known from experience we know the adblue tank unit is defect. We removed the extra counterweight and to get access to the adblue tank.
We replaced the adblue tank unit and that solved the problem.
",null,null,null,null,Adblue tank unit contact failure.,null,null,Initiated,VOE17474563,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only","Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""U008088""]"
TS3064419,2019-11-01T13:26:59Z,L120H,5860,17474563,null,"Operator called that U008088  is generated know and then.
Soon other codes appeared and the engine derates.",U008088 Vehicle Communication Engine Subnet - Bus off,null,"We disconnected the adblue tank unit and the codes disappeared and known from experience we know the adblue tank unit is defect. We removed the extra counterweight and to get access to the adblue tank.
We replaced the adblue tank unit and that solved the problem.
",null,null,null,null,Adblue tank unit contact failure.,null,null,Initiated,VOE17474563,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only","Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""U008088""]"
TS3064419,2019-11-01T13:26:59Z,L120H,5860,17474563,null,"Operator called that U008088  is generated know and then.
Soon other codes appeared and the engine derates.",P2BAF68 NOx System Driver Inducement Active - Event Information,null,"We disconnected the adblue tank unit and the codes disappeared and known from experience we know the adblue tank unit is defect. We removed the extra counterweight and to get access to the adblue tank.
We replaced the adblue tank unit and that solved the problem.
",null,null,null,null,Adblue tank unit contact failure.,null,null,Initiated,VOE17474563,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only","Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""P2BAF68""]"
TS3046546,2019-06-24T07:40:03Z,L90H,1749,60100017,null,Error code U008088 is activated now and then in the display no engine derate. ,P206A64 Reductant Quality - Signal Plausibility Failure,null,"At the first visit to the machine the mechanic measured the through the cable harness.
Because P2BAF68 was active he made an extra ground cable between the sensor pin 2 SE2544 to the ACM pin 54. This code has not appearred since then. Software update done. Addintional he replace the Adblue tank armature because faultcodes were present and we see subnet failure cause by the adblue sensor. But since the we still get U008088 failure codes but additional also P02E697 and P206A64 codes.
",null,null,null,null,Please advice.,null,null,In Progress,VOE60100017,"284 Control system, fuel supply",c1362df9db964b004dd1f3361d961965,Faulty wiring / Cable problem / Cable Terminals,Faulty wiring / Break in wiring / Open circuit in wire / Earth fault,"Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""P206A64""]"
TS3046546,2019-06-24T07:40:03Z,L90H,1749,60100017,null,Error code U008088 is activated now and then in the display no engine derate. ,U008088 Vehicle Communication Engine Subnet - Bus off,null,"At the first visit to the machine the mechanic measured the through the cable harness.
Because P2BAF68 was active he made an extra ground cable between the sensor pin 2 SE2544 to the ACM pin 54. This code has not appearred since then. Software update done. Addintional he replace the Adblue tank armature because faultcodes were present and we see subnet failure cause by the adblue sensor. But since the we still get U008088 failure codes but additional also P02E697 and P206A64 codes.
",null,null,null,null,Please advice.,null,null,In Progress,VOE60100017,"284 Control system, fuel supply",c1362df9db964b004dd1f3361d961965,Faulty wiring / Cable problem / Cable Terminals,Faulty wiring / Break in wiring / Open circuit in wire / Earth fault,"Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""U008088""]"
TS3046546,2019-06-24T07:40:03Z,L90H,1749,60100017,null,Error code U008088 is activated now and then in the display no engine derate. ,P02E697 Diesel Intake Air Flow Position Sensor - Component or System Operation Obstructed or Blocked,null,"At the first visit to the machine the mechanic measured the through the cable harness.
Because P2BAF68 was active he made an extra ground cable between the sensor pin 2 SE2544 to the ACM pin 54. This code has not appearred since then. Software update done. Addintional he replace the Adblue tank armature because faultcodes were present and we see subnet failure cause by the adblue sensor. But since the we still get U008088 failure codes but additional also P02E697 and P206A64 codes.
",null,null,null,null,Please advice.,null,null,In Progress,VOE60100017,"284 Control system, fuel supply",c1362df9db964b004dd1f3361d961965,Faulty wiring / Cable problem / Cable Terminals,Faulty wiring / Break in wiring / Open circuit in wire / Earth fault,"Re-handling, Processing Aggregates, Sand, Gravel, stockpiling prepared material,","[""P02E697""]"
